query_id,d1,d2,gap,relative_gap,num_inliers,num_matches,inlier_ratio,clustered_score,top1_correct
000,1.5909368991851807,1.5985982418060303,0.007661342620849609,0.0048156169014456,9,58,0.15517241379310345,2.6457513110645907,0
001,1.5340670347213745,1.5739717483520508,0.03990471363067627,0.02601236629657711,19,63,0.30158730158730157,4.358898943540674,1
002,1.4563348293304443,1.6469192504882812,0.19058442115783691,0.13086579907277152,104,187,0.5561497326203209,12.0,1
003,1.4377100467681885,1.6059831380844116,0.16827309131622314,0.11704243960350855,27,96,0.28125,5.0990195135927845,1
004,1.341363549232483,1.6063014268875122,0.2649378776550293,0.19751384910274664,32,162,0.19753086419753085,5.196152422706632,1
005,1.3148963451385498,1.537216067314148,0.22231972217559814,0.16907775506226116,58,140,0.4142857142857143,7.280109889280518,1
006,1.5802719593048096,1.6566901206970215,0.07641816139221191,0.048357601324413586,30,157,0.1910828025477707,7.587207240755415,1
007,1.396784782409668,1.4102669954299927,0.013482213020324707,0.00965231951988038,52,102,0.5098039215686274,7.14142842854285,1
008,1.439316749572754,1.6356110572814941,0.19629430770874023,0.13638020106901982,27,125,0.216,7.741657386773941,1
009,1.3128809928894043,1.419565200805664,0.10668420791625977,0.08125961796542418,42,110,0.38181818181818183,6.48074069840786,1
010,1.6714439392089844,1.6953346729278564,0.02389073371887207,0.014293469950406132,23,71,0.323943661971831,4.58257569495584,1
011,1.6056323051452637,1.72694993019104,0.12131762504577637,0.0755575387073447,28,84,0.3333333333333333,5.291502622129181,1
012,1.2448649406433105,1.3958356380462646,0.1509706974029541,0.12127476039684816,41,151,0.271523178807947,12.16255171482301,1
013,1.6620075702667236,1.68149733543396,0.019489765167236328,0.01172664042926625,31,97,0.31958762886597936,5.5677643628300215,1
014,1.2572505474090576,1.4320201873779297,0.17476963996887207,0.13900939659882225,36,136,0.2647058823529412,10.232958551820005,1
015,1.5235662460327148,1.6799347400665283,0.15636849403381348,0.10263320970846439,26,88,0.29545454545454547,5.0990195135927845,1
